Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PlayStation,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17,Normal,3,7.1,11,Consola Obsoleta,49.99,299.0,1994,17.146198830409357,Individual,5,0.16719063545150503,Infantil,Medio,sound novel evolution otogirisou sosei hen,0,No saga,Crecimiento
Dementium: The Ward,Nintendo DS,2007,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,Normal,18,7.7,22,Consola Obsoleta,39.99,149.0,2004,6.0,Multijugador,3,0.26838926174496647,Adulto,Medio,dementium the ward,0,No saga,Crecimiento
Psi-Ops: The Mindgate Conspiracy,Xbox,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,Normal,18,6.7,19,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,3,0.20063545150501672,Adulto,Medio,psi ops the mindgate conspiracy,1,Saga,Crecimiento
SWAT: Global Strike Team,Xbox,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,Normal,18,7.331578947368423,19,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,2,0.20063545150501672,Adulto,Medio,swat global strike team,1,Saga,Crecimiento
Despicable Me: The Game,PlayStation Portable,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17,Normal,12,7.416666666666667,52,Consola Obsoleta,39.99,249.0,2004,6.502242152466367,Individual,6,0.1606024096385542,Adolescente,Medio,despicable me the game,1,Saga,Crecimiento
MX World Tour Featuring Jamie Little,PlayStation 2,2005,Racing,Play It,0.08,0.07,0.0,0.02,0.17,Normal,3,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,5,0.12528822055137845,Infantil,Medio,mx world tour featuring jamie little,1,Saga,Crecimiento
Goblin Commander: Unleash the Horde,PlayStation 2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,Normal,16,7.028571428571429,15,Consola Obsoleta,49.99,399.0,2000,23.675675675675677,Multijugador,3,0.12528822055137845,Adulto,Largo,goblin commander unleash the horde,1,Saga,Crecimiento
Hello Kitty: Happy Party Pals,Game Boy Advance,2005,Misc,THQ,0.12,0.05,0.0,0.0,0.17,Normal,3,6.9125000000000005,12,Consola Obsoleta,39.99,120.0,2001,2.6051502145922747,Multijugador,4,0.33325,Infantil,Corto,hello kitty happy party pals,0,No saga,Crecimiento
Ringling Bros. and Barnum & Bailey: Circus Friends,Nintendo DS,2009,Action,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17,Normal,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,5,0.26838926174496647,Adolescente,Medio,ringling bros and barnum bailey circus friends,0,No saga,Recesion
Backyard NFL Football '09,PlayStation 2,2008,Sports,Atari,0.08,0.07,0.0,0.02,0.17,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,8,0.12528822055137845,Infantil,Corto,backyard nfl football,1,Saga,Recesion
World Destruction League: Thunder Tanks,PlayStation 2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17,Normal,16,7.48394495412844,27,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,0,0.12528822055137845,Adulto,Medio,world destruction league thunder tanks,1,Saga,Crecimiento
Shin Megami Tensei IV: Final,Nintendo 3DS,2016,Role-Playing,Deep Silver,0.03,0.0,0.14,0.0,0.17,Normal,16,7.405882352941176,202,Consola Secundaria,39.99,250.0,2011,32.212765957446805,Individual,5,0.15996000000000002,Adulto,Largo,shin megami tensei final,0,No saga,Crecimiento
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,Normal,16,7.33089430894309,135,Consola Activa,49.99,230.0,1980,23.675675675675677,Multijugador,29,0.21734782608695652,Adulto,Largo,age of empires collection,0,No saga,Recesion
Finding Nemo: Escape to the Big Blue,Nintendo DS,2006,Action,THQ,0.12,0.04,0.0,0.01,0.17,Normal,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,2,0.26838926174496647,Adolescente,Medio,finding nemo escape to the big blue,0,No saga,Crecimiento
Backyard Baseball '10,PlayStation 2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,9,0.12528822055137845,Infantil,Corto,backyard baseball,1,Saga,Recesion
Resident Evil Director's Cut: Dual Shock Edition,PlayStation,1997,Action,Capcom,0.0,0.0,0.16,0.01,0.17,Normal,16,7.740625,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,3,0.16719063545150503,Adulto,Medio,resident evil directors cut dual shock,0,No saga,Crecimiento
The Lord of the Rings: Aragorn's Quest,PlayStation 3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,Normal,16,7.9,15,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,4,0.10015025041736228,Adulto,Medio,the lord of the rings aragorns quest,1,Saga,Crecimiento
Top Spin 2,Xbox 360,2006,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,Normal,3,7.2,5,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,1,0.20063545150501672,Infantil,Corto,top spin,1,Saga,Crecimiento
N3 II: Ninety-Nine Nights,Xbox 360,2010,Action,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17,Normal,18,6.915044247787612,100,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,5,0.20063545150501672,Adulto,Medio,n ninety nine nights,1,Saga,Crecimiento
The King of Fighters '95,PlayStation,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,Normal,16,7.016666666666667,36,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,2,0.16719063545150503,Adulto,Corto,the king of fighters,1,Saga,Crecimiento
RoadKill,PlayStation 2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,Normal,16,7.48394495412844,27,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,3,0.12528822055137845,Adulto,Medio,roadkill,1,Saga,Crecimiento
Hanjuku Eiyuu Tai 3D,PlayStation 2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,Normal,16,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,3,0.12528822055137845,Adulto,Largo,hanjuku eiyuu tai d,0,No saga,Crecimiento
.hack//G.U. Vol.3//Redemption,PlayStation 2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Normal,16,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,7,0.12528822055137845,Adulto,Largo,hackgu volredemption,0,No saga,Crecimiento
Chuck E. Cheese's Party Games,Nintendo Wii,2010,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17,Normal,3,6.43050847457627,21,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,4,0.20076305220883536,Infantil,Corto,chuck e cheeses party games,1,Saga,Crecimiento
Looney Tunes: Back in Action,GameCube,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,Normal,3,7.4,18,Consola Obsoleta,49.99,199.0,2001,6.502242152466367,Individual,2,0.25120603015075377,Infantil,Medio,looney tunes back in action,1,Saga,Crecimiento
Tak: The Great Juju Challenge,Game Boy Advance,2005,Platform,THQ,0.12,0.05,0.0,0.0,0.17,Normal,3,7.8,6,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,4,0.33325,Infantil,Medio,tak the great juju challenge,1,Saga,Crecimiento
Macross Ultimate Frontier,PlayStation Portable,2009,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Normal,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,5,0.1606024096385542,Adulto,Medio,macross frontier,0,No saga,Recesion
Cabela's Legendary Adventures,PlayStation Portable,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,Normal,3,6.618181818181818,20,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,4,0.1606024096385542,Infantil,Corto,cabelas legendary adventures,1,Saga,Recesion
Jillian Michaels Fitness Ultimatum 2011,Nintendo Wii,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,Normal,3,6.757971014492753,24,Consola Obsoleta,49.99,249.0,2006,1.0,Multijugador,4,0.20076305220883536,Infantil,Corto,jillian michaels fitness ultimatum,1,Saga,Crecimiento
Pursuit Force: Extreme Justice,PlayStation Portable,2007,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,Normal,16,7.6,46,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,3,0.1606024096385542,Adulto,Medio,pursuit force extreme justice,0,No saga,Crecimiento
Hunter: The Reckoning Redeemer,Xbox,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,Normal,18,7.409174311926606,23,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,2,0.20063545150501672,Adulto,Medio,hunter the reckoning redeemer,0,No saga,Crecimiento
The Rise of the Argonauts,Xbox 360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,Normal,18,6.95,142,Consola Obsoleta,59.99,299.0,2005,32.212765957446805,Individual,3,0.20063545150501672,Adulto,Largo,the rise of the argonauts,1,Saga,Recesion
NHL 07,PlayStation Portable,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,Normal,12,7.4,8,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,2,0.1606024096385542,Adolescente,Corto,nhl,1,Saga,Crecimiento
Pro Evolution Soccer 2014,PlayStation Portable,2013,Action,Konami Digital Entertainment,0.0,0.03,0.14,0.0,0.17,Normal,3,4.0,327,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,9,0.1606024096385542,Infantil,Medio,pro evolution soccer,1,Saga,Crecimiento
Tokyo Xtreme Racer,Dream Cast,1999,Racing,Genki,0.0,0.0,0.17,0.0,0.17,Normal,16,8.2,26,Consola Obsoleta,49.99,240.0,1998,5.527093596059113,Multijugador,1,0.20829166666666668,Adulto,Medio,tokyo xtreme racer,1,Saga,Crecimiento
Fighter Maker,PlayStation,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,Normal,16,7.016666666666667,36,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,4,0.16719063545150503,Adulto,Corto,fighter maker,1,Saga,Crecimiento
Bee Movie Game,Xbox 360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17,Normal,18,6.915044247787612,100,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,2,0.20063545150501672,Adulto,Medio,bee movie game,1,Saga,Crecimiento
Backyard NFL Football '10,Nintendo Wii,2009,Sports,Atari,0.16,0.0,0.0,0.01,0.17,Normal,3,6.757971014492753,24,Consola Obsoleta,49.99,249.0,2006,1.0,Multijugador,3,0.20076305220883536,Infantil,Corto,backyard nfl football,1,Saga,Recesion
Professor Heinz Wolff's Gravity,Nintendo Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,Normal,3,6.5,12,Consola Obsoleta,49.99,249.0,2006,5.0,Individual,2,0.20076305220883536,Infantil,Corto,professor heinz wolffs gravity,1,Saga,Recesion
Thief: Deadly Shadows,Xbox,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,Normal,18,6.7,9,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,3,0.20063545150501672,Adulto,Medio,thief deadly shadows,0,No saga,Crecimiento
Buzz! Brain of the UK,PlayStation 3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,Normal,16,6.746341463414635,21,Consola Obsoleta,59.99,599.0,2006,2.6051502145922747,Multijugador,3,0.10015025041736228,Adulto,Corto,buzz brain of the uk,0,No saga,Recesion
NBA 09: The Inside,PlayStation Portable,2008,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,Normal,3,6.618181818181818,20,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,4,0.1606024096385542,Infantil,Corto,nba the inside,1,Saga,Recesion
Transformers: Prime,Nintendo 3DS,2012,Action,Activision,0.13,0.03,0.0,0.01,0.17,Normal,12,6.864062500000001,88,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,1,0.15996000000000002,Adolescente,Medio,transformers prime,1,Saga,Crecimiento
Batman Begins,Game Boy Advance,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,Normal,16,7.5,21,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,4,0.33325,Adulto,Medio,batman begins,1,Saga,Crecimiento
Transformer: Rise of the Dark Spark,Xbox 360,2014,Action,Activision,0.09,0.07,0.0,0.02,0.17,Normal,18,6.915044247787612,100,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,9,0.20063545150501672,Adulto,Medio,transformer rise of the dark spark,1,Saga,Crecimiento
Glover,PlayStation,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17,Normal,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,5,0.16719063545150503,Infantil,Medio,glover,1,Saga,Crecimiento
Luxor 3,Nintendo Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,Normal,3,6.5,12,Consola Obsoleta,49.99,249.0,2006,5.0,Individual,2,0.20076305220883536,Infantil,Corto,luxor,0,No saga,Recesion
Bratz Kidz,Nintendo Wii,2008,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,Normal,3,6.43050847457627,21,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,2,0.20076305220883536,Infantil,Corto,bratz kidz,1,Saga,Recesion
Fairytale Fights,Xbox 360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,Normal,18,5.6,12,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,4,0.20063545150501672,Adulto,Medio,fairytale fights,1,Saga,Recesion
MotoGP 09/10,Xbox 360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,Normal,3,3.0,62,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,5,0.20063545150501672,Infantil,Medio,motogp,1,Saga,Crecimiento
Mahjong Fight Club,PlayStation Portable,2004,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Normal,3,7.405000000000001,18,Consola Obsoleta,39.99,249.0,2004,2.6051502145922747,Multijugador,0,0.1606024096385542,Infantil,Corto,mahjong fight club,0,No saga,Crecimiento
World Driver Championship,Nintendo 64,1999,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,Normal,3,8.5,11,Consola Obsoleta,59.99,210.0,1996,5.527093596059113,Multijugador,3,0.2856666666666667,Infantil,Medio,world driver championship,0,No saga,Crecimiento
Bomberman 64: The Second Attack!,Nintendo 64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,Normal,3,7.6,19,Consola Obsoleta,59.99,210.0,1996,17.146198830409357,Individual,3,0.2856666666666667,Infantil,Medio,bomberman the second attack,0,No saga,Crecimiento
Turok 3: Shadow of Oblivion,Nintendo 64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,Normal,18,8.28,85,Consola Obsoleta,59.99,210.0,1996,6.828877005347594,Multijugador,4,0.2856666666666667,Adulto,Medio,turok shadow of oblivion,0,No saga,Crecimiento
Spawn: Armageddon,Xbox,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,Normal,18,7.2,11,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,2,0.20063545150501672,Adulto,Medio,spawn armageddon,1,Saga,Crecimiento
Zoo Hospital,Nintendo Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,Normal,3,7.1909090909090905,16,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,2,0.20076305220883536,Infantil,Medio,zoo hospital,1,Saga,Recesion
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Game Boy Advance,2004,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,Normal,3,6.9125000000000005,12,Consola Obsoleta,39.99,120.0,2001,2.6051502145922747,Multijugador,3,0.33325,Infantil,Corto,pokmon beach blank out blastoise go west young meowth game boy advance video,0,No saga,Crecimiento
Time and Eternity,PlayStation 3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,Normal,16,5.4,77,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,6,0.10015025041736228,Adulto,Largo,time and eternity,0,No saga,Crecimiento
Major League Baseball 2K9,PlayStation 2,2009,Sports,Spike,0.08,0.06,0.0,0.02,0.17,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,9,0.12528822055137845,Infantil,Corto,major league baseball k,1,Saga,Recesion
Gundam Assault Survive,PlayStation Portable,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Normal,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,6,0.1606024096385542,Adulto,Medio,gundam assault survive,0,No saga,Crecimiento
Disney TH!NK Fast: The Ultimate Trivia Showdown,PlayStation 2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,Normal,16,7.0638297872340425,11,Consola Obsoleta,49.99,399.0,2000,2.6051502145922747,Multijugador,8,0.12528822055137845,Adulto,Corto,disney thnk fast the trivia showdown,1,Saga,Recesion
Fate/Stay Night [Réalta Nua],PlayStation 2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,Normal,16,7.194117647058825,17,Consola Obsoleta,49.99,399.0,2000,17.146198830409357,Individual,7,0.12528822055137845,Adulto,Medio,fatestay night,1,Saga,Crecimiento
Disney's Home on the Range,Game Boy Advance,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,Normal,3,7.0982758620689665,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,3,0.33325,Infantil,Medio,disneys home on the range,0,No saga,Crecimiento
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,Normal,12,8.4,941,Consola Activa,49.99,230.0,1980,23.675675675675677,Multijugador,25,0.21734782608695652,Adolescente,Largo,sid meiers civilization,1,Saga,Crecimiento
Jikkyou Powerful Pro Yakyuu 2013,PlayStation Portable,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Normal,3,6.618181818181818,20,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,9,0.1606024096385542,Infantil,Corto,jikkyou powerful pro yakyuu,1,Saga,Crecimiento
Space Griffon VF-9,PlayStation,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,Normal,16,7.9225806451612915,164,Consola Obsoleta,49.99,299.0,1994,32.212765957446805,Individual,1,0.16719063545150503,Adulto,Largo,space griffon vf,0,No saga,Crecimiento
Family Feud Decades,Nintendo Wii,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17,Normal,3,6.43050847457627,21,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,4,0.20076305220883536,Infantil,Corto,family feud decades,0,No saga,Crecimiento
NBA Live 16,PlayStation 4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17,Normal,3,6.1,76,Consola Activa,69.99,399.0,2013,1.0,Multijugador,2,0.17541353383458647,Infantil,Corto,nba live,1,Saga,Crecimiento
CSI: Fatal Conspiracy,Xbox 360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,Normal,18,7.023529411764706,137,Consola Obsoleta,59.99,299.0,2005,17.146198830409357,Individual,5,0.20063545150501672,Adulto,Medio,csi fatal conspiracy,1,Saga,Crecimiento
Solitaire Overload Plus,Nintendo DS,2010,Misc,Telegames,0.16,0.0,0.0,0.01,0.17,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,solitaire overload plus,0,No saga,Crecimiento
.hack//G.U. Vol.1//Rebirth,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Normal,16,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,6,0.12528822055137845,Adulto,Largo,hackgu volrebirth,0,No saga,Crecimiento
Gyakuten Saiban 3,Game Boy Advance,2004,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17,Normal,16,6.814285714285715,10,Consola Obsoleta,39.99,120.0,2001,17.146198830409357,Individual,3,0.33325,Adulto,Medio,gyakuten saiban,1,Saga,Crecimiento
Tak: Mojo Mistake,Nintendo DS,2008,Action,THQ,0.16,0.0,0.0,0.01,0.17,Normal,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,4,0.26838926174496647,Adolescente,Medio,tak mojo mistake,0,No saga,Recesion
Gallop Racer 2001,PlayStation 2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,Normal,3,3.0,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,1,0.12528822055137845,Infantil,Corto,gallop racer,1,Saga,Recesion
Nightmare Creatures II,PlayStation,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,Normal,16,7.740625,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,6,0.16719063545150503,Adulto,Medio,nightmare creatures,1,Saga,Crecimiento
Marble Saga: Kororinpa,Nintendo Wii,2009,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,Normal,3,8.0,6,Consola Obsoleta,49.99,249.0,2006,5.0,Individual,3,0.20076305220883536,Infantil,Corto,marble saga kororinpa,0,No saga,Recesion
Fuzion Frenzy 2,Xbox 360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,Normal,12,6.3,17,Consola Obsoleta,59.99,299.0,2005,2.6051502145922747,Multijugador,2,0.20063545150501672,Adolescente,Corto,fuzion frenzy,1,Saga,Crecimiento
Catwoman,PlayStation 2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17,Normal,16,7.48394495412844,27,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,4,0.12528822055137845,Adulto,Medio,catwoman,1,Saga,Crecimiento
Monsters vs. Aliens,Xbox 360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17,Normal,18,6.915044247787612,100,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,4,0.20063545150501672,Adulto,Medio,monsters vs aliens,1,Saga,Recesion
Country Dance: All Stars,Xbox 360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,Normal,18,6.915044247787612,100,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,7,0.20063545150501672,Adulto,Medio,country dance all stars,0,No saga,Crecimiento
Garfield: Lasagna World Tour,PlayStation 2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,Normal,16,7.48394495412844,27,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,7,0.12528822055137845,Adulto,Medio,garfield lasagna world tour,0,No saga,Crecimiento
Disney's Planes,Nintendo Wii,2013,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17,Normal,3,7.1909090909090905,16,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,7,0.20076305220883536,Infantil,Medio,disneys planes,1,Saga,Crecimiento
Bomberman Land,Nintendo Wii,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,Normal,3,6.7,7,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,1,0.20076305220883536,Infantil,Corto,bomberman land,1,Saga,Crecimiento
Bomberman B-Daman,Super Nintendo Entertainment System,1996,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17,Normal,3,7.3,11,Consola Obsoleta,59.99,299.0,1990,6.828877005347594,Multijugador,6,0.20063545150501672,Infantil,Medio,bomberman b daman,0,No saga,Crecimiento
Terminator 3: The Redemption,PlayStation 2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,Normal,18,7.382474226804122,21,Consola Obsoleta,49.99,399.0,2000,6.828877005347594,Multijugador,4,0.12528822055137845,Adulto,Medio,terminator the redemption,1,Saga,Crecimiento
World Destruction League: Thunder Tanks,PlayStation,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17,Normal,16,7.740625,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,6,0.16719063545150503,Adulto,Medio,world destruction league thunder tanks,1,Saga,Crecimiento
Beat Down: Fists of Vengeance,PlayStation 2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,Normal,18,7.9,16,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,5,0.12528822055137845,Adulto,Medio,beat down fists of vengeance,0,No saga,Crecimiento
Reloaded,PlayStation,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,Normal,16,7.740625,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,2,0.16719063545150503,Adulto,Medio,reloaded,0,No saga,Crecimiento
