Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
X-Men Origins: Wolverine - Uncaged Edition,PlayStation 3,2009,Action,Activision,0.31,0.32,0.0,0.13,0.75,Alta,18,7.0995815899581585,115,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,3,0.10015025041736228,Adulto,Medio,men origins wolverine uncaged,1,Saga,Recesion
Madagascar: Escape 2 Africa,Nintendo DS,2008,Action,Activision,0.42,0.26,0.0,0.07,0.75,Alta,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,4,0.26838926174496647,Adolescente,Medio,madagascar escape africa,1,Saga,Recesion
Split/Second,PlayStation 3,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75,Alta,12,8.0,89,Consola Obsoleta,59.99,599.0,2006,5.527093596059113,Multijugador,4,0.10015025041736228,Adolescente,Medio,splitsecond,1,Saga,Crecimiento
Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation 2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,Alta,16,7.545205479452054,27,Consola Obsoleta,49.99,399.0,2000,2.925531914893617,Multijugador,1,0.12528822055137845,Adulto,Corto,capcom vs snk mark of the millennium,0,No saga,Recesion
MVP 06 NCAA Baseball,PlayStation 2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,Alta,3,4.2,5,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,6,0.12528822055137845,Infantil,Corto,mvp ncaa baseball,1,Saga,Crecimiento
Just Dance 2015,Nintendo Wii U,2014,Misc,Ubisoft,0.4,0.28,0.0,0.07,0.75,Alta,12,7.6,21,Consola Obsoleta,59.99,299.0,2012,3.0,Multijugador,2,0.20063545150501672,Adolescente,Corto,just dance,1,Saga,Crecimiento
Borderlands: The Pre-Sequel,Xbox 360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75,Alta,18,6.5,1066,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,9,0.20063545150501672,Adulto,Medio,borderlands the pre sequel,1,Saga,Crecimiento
LittleBigPlanet 3,PlayStation 3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75,Alta,3,7.1,779,Consola Obsoleta,59.99,599.0,2006,6.502242152466367,Individual,8,0.10015025041736228,Infantil,Medio,littlebigplanet,1,Saga,Crecimiento
Marvel: Ultimate Alliance 2,PlayStation 3,2009,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75,Alta,16,7.4,73,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,3,0.10015025041736228,Adulto,Largo,marvel alliance,1,Saga,Recesion
Sega Superstars Tennis,Nintendo DS,2008,Sports,Sega,0.29,0.37,0.0,0.08,0.75,Alta,12,7.4,23,Consola Obsoleta,39.99,149.0,2004,2.0,Multijugador,4,0.26838926174496647,Adolescente,Corto,sega superstars tennis,1,Saga,Recesion
The Walking Dead: Season One,Xbox 360,2012,Adventure,Avanquest Software,0.55,0.14,0.0,0.05,0.75,Alta,18,7.023529411764706,137,Consola Obsoleta,59.99,299.0,2005,17.146198830409357,Individual,7,0.20063545150501672,Adulto,Medio,the walking dead season one,1,Saga,Crecimiento
Ace Combat: Assault Horizon,PlayStation 3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74,Alta,16,6.1,95,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,5,0.10015025041736228,Adulto,Medio,ace combat assault horizon,1,Saga,Crecimiento
Jump Ultimate Stars,Nintendo DS,2006,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74,Alta,16,6.608333333333334,19,Consola Obsoleta,39.99,149.0,2004,2.0,Multijugador,2,0.26838926174496647,Adulto,Corto,jump stars,0,No saga,Crecimiento
Jampack Summer 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74,Alta,16,7.0638297872340425,11,Consola Obsoleta,49.99,399.0,2000,2.6051502145922747,Multijugador,1,0.12528822055137845,Adulto,Corto,jampack summer,1,Saga,Recesion
Resonance of Fate,PlayStation 3,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74,Alta,16,8.1,62,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,4,0.10015025041736228,Adulto,Largo,resonance of fate,1,Saga,Crecimiento
Burnout,PlayStation 2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,Alta,3,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,1,0.12528822055137845,Infantil,Medio,burnout,1,Saga,Recesion
Tom Clancy's Rainbow Six: Vegas,PlayStation Portable,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.14,0.74,Alta,18,7.8,144,Consola Obsoleta,39.99,249.0,2004,6.828877005347594,Multijugador,3,0.1606024096385542,Adulto,Medio,tom clancys rainbow six vegas,1,Saga,Crecimiento
Final Fantasy XIII-2,Xbox 360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,Alta,16,6.8,863,Consola Obsoleta,59.99,299.0,2005,32.212765957446805,Individual,6,0.20063545150501672,Adulto,Largo,final fantasy,1,Saga,Crecimiento
LEGO Batman 2: DC Super Heroes,Nintendo 3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74,Alta,12,7.0,601,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,1,0.15996000000000002,Adolescente,Medio,lego batman dc super heroes,1,Saga,Crecimiento
Mortal Kombat: Unchained,PlayStation Portable,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,Alta,16,6.989999999999999,40,Consola Obsoleta,39.99,249.0,2004,2.925531914893617,Multijugador,2,0.1606024096385542,Adulto,Corto,mortal kombat unchained,0,No saga,Crecimiento
Mario & Luigi: Paper Jam,Nintendo 3DS,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74,Alta,3,7.3,241,Consola Secundaria,39.99,250.0,2011,32.212765957446805,Individual,4,0.15996000000000002,Infantil,Largo,mario luigi paper jam,0,No saga,Crecimiento
Yu-Gi-Oh! Dungeon Dice Monsters,Game Boy Advance,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,Alta,3,7.2,9,Consola Obsoleta,39.99,120.0,2001,2.6051502145922747,Multijugador,0,0.33325,Infantil,Corto,yu gi oh dungeon dice monsters,0,No saga,Recesion
Brink,PlayStation 3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74,Alta,16,5.8,409,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,5,0.10015025041736228,Adulto,Medio,brink,1,Saga,Crecimiento
LEGO Marvel Super Heroes,Nintendo Wii U,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,Alta,12,7.9,212,Consola Obsoleta,59.99,299.0,2012,15.0,Multijugador,1,0.20063545150501672,Adolescente,Medio,lego marvel super heroes,1,Saga,Crecimiento
Blur,PlayStation 3,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74,Alta,12,8.3,130,Consola Obsoleta,59.99,599.0,2006,5.527093596059113,Multijugador,4,0.10015025041736228,Adolescente,Medio,blur,1,Saga,Crecimiento
Namco Museum Remix,Nintendo Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,Alta,3,6.7,10,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,1,0.20076305220883536,Infantil,Corto,namco museum remix,0,No saga,Crecimiento
Midnight Club 3: DUB Edition,Xbox,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,Alta,12,9.2,17,Consola Obsoleta,59.99,299.0,2001,5.527093596059113,Multijugador,4,0.20063545150501672,Adolescente,Medio,midnight club dub,1,Saga,Crecimiento
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,Alta,18,7.7,677,Consola Activa,49.99,230.0,1980,11.369853454291695,Multijugador,31,0.21734782608695652,Adulto,Medio,crysis,1,Saga,Crecimiento
The Lord of the Rings: The Two Towers,Game Boy Advance,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,Alta,16,8.0,110,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,1,0.33325,Adulto,Medio,the lord of the rings the two towers,1,Saga,Crecimiento
Tiger Woods PGA Tour 2001,PlayStation 2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74,Alta,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,1,0.12528822055137845,Infantil,Corto,tiger woods pga tour,1,Saga,Recesion
Indiana Jones and the Staff of Kings,Nintendo Wii,2009,Action,Activision,0.36,0.3,0.0,0.08,0.74,Alta,16,7.3,20,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,3,0.20076305220883536,Adulto,Medio,indiana jones and the staff of kings,1,Saga,Recesion
Jet Moto 3,PlayStation,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74,Alta,3,7.1071428571428585,18,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,5,0.16719063545150503,Infantil,Medio,jet moto,1,Saga,Crecimiento
Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation 3,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74,Alta,16,6.9,65,Consola Obsoleta,59.99,599.0,2006,2.925531914893617,Multijugador,6,0.10015025041736228,Adulto,Corto,naruto shippuden ninja storm generations,1,Saga,Crecimiento
Unreal Championship,Xbox,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,Alta,18,7.8,8,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,1,0.20063545150501672,Adulto,Medio,unreal championship,0,No saga,Crecimiento
Pirates of the Caribbean: At World's End,PlayStation 3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74,Alta,18,7.0995815899581585,115,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,1,0.10015025041736228,Adulto,Medio,pirates of the caribbean at worlds end,1,Saga,Crecimiento
Tiger Woods PGA Tour 08,PlayStation 3,2007,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74,Alta,3,6.5,40,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,1,0.10015025041736228,Infantil,Corto,tiger woods pga tour,1,Saga,Crecimiento
Persona 4: Arena,PlayStation 3,2012,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74,Alta,16,7.194339622641508,74,Consola Obsoleta,59.99,599.0,2006,2.925531914893617,Multijugador,6,0.10015025041736228,Adulto,Corto,persona arena,1,Saga,Crecimiento
Sword of Mana,Game Boy Advance,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,Alta,3,8.7,20,Consola Obsoleta,39.99,120.0,2001,32.212765957446805,Individual,2,0.33325,Infantil,Largo,sword of mana,0,No saga,Crecimiento
Harvest Moon DS: Island of Happiness,Nintendo DS,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74,Alta,3,7.9,8,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,3,0.26838926174496647,Infantil,Corto,harvest moon ds island of happiness,0,No saga,Crecimiento
Star Ocean: The Last Hope International,PlayStation 3,2010,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73,Alta,16,7.3999999999999995,122,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,4,0.10015025041736228,Adulto,Largo,star ocean the last hope international,0,No saga,Crecimiento
The Sims 2: Castaway,Nintendo DS,2007,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73,Alta,16,7.1,7,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,3,0.26838926174496647,Adulto,Corto,the sims castaway,1,Saga,Crecimiento
FIFA: Road to World Cup 98,PlayStation,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,Alta,3,6.918750000000001,17,Consola Obsoleta,49.99,299.0,1994,1.2902584493041749,Multijugador,3,0.16719063545150503,Infantil,Corto,fifa road to world cup,1,Saga,Crecimiento
Dragon Ball Z: Ultime Menace,Super Nintendo Entertainment System,1993,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73,Alta,16,7.033333333333334,81,Consola Obsoleta,59.99,299.0,1990,2.925531914893617,Multijugador,3,0.20063545150501672,Adulto,Corto,dragon ball z ultime menace,0,No saga,Crecimiento
Classic NES Series: Donkey Kong,Game Boy Advance,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,Alta,3,7.364285714285714,19,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,3,0.33325,Infantil,Medio,classic nes series donkey kong,0,No saga,Crecimiento
Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,Alta,18,4.3,1928,Consola Activa,49.99,230.0,1980,6.828877005347594,Multijugador,33,0.21734782608695652,Adulto,Medio,call of duty ghosts,1,Saga,Crecimiento
Yoshi,Game Boy,1991,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,Alta,3,8.4,9,Consola Obsoleta,39.99,113.5,1989,8.777049180327868,Individual,2,0.35233480176211457,Infantil,Medio,yoshi,1,Saga,Recesion
Mortal Kombat 4,Nintendo 64,1998,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73,Alta,16,7.5,44,Consola Obsoleta,59.99,210.0,1996,2.925531914893617,Multijugador,2,0.2856666666666667,Adulto,Corto,mortal kombat,1,Saga,Crecimiento
F1 2011,Xbox 360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73,Alta,3,7.3,64,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,6,0.20063545150501672,Infantil,Medio,f,1,Saga,Crecimiento
Madden NFL 10,Nintendo Wii,2009,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73,Alta,3,7.0,36,Consola Obsoleta,49.99,249.0,2006,1.0,Multijugador,3,0.20076305220883536,Infantil,Corto,madden nfl,1,Saga,Recesion
Kirby: Canvas Curse,Nintendo DS,2005,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73,Alta,3,7.3,73,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,1,0.26838926174496647,Infantil,Medio,kirby canvas curse,0,No saga,Crecimiento
Croc 2,PlayStation,1999,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73,Alta,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,5,0.16719063545150503,Infantil,Medio,croc,0,No saga,Crecimiento
Practise English!,Nintendo DS,2007,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,Alta,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,3,0.26838926174496647,Infantil,Corto,practise english,0,No saga,Crecimiento
Oddworld: Munch's Oddysee,Xbox,2001,Platform,Atari,0.54,0.16,0.0,0.03,0.73,Alta,16,8.5,39,Consola Obsoleta,59.99,299.0,2001,6.502242152466367,Individual,0,0.20063545150501672,Adulto,Medio,oddworld munchs oddysee,1,Saga,Recesion
Berzerk,Atari 2600,1981,Shooter,Atari,0.68,0.04,0.0,0.01,0.73,Alta,16,7.5,52,Consola Obsoleta,29.99,199.0,1977,6.828877005347594,Multijugador,4,0.15070351758793968,Adulto,Medio,berzerk,0,No saga,Recesion
NHL 11,Xbox 360,2010,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,Alta,12,7.7,72,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,5,0.20063545150501672,Adolescente,Corto,nhl,1,Saga,Crecimiento
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,Alta,18,6.1,4940,Consola Activa,49.99,230.0,1980,32.212765957446805,Individual,34,0.21734782608695652,Adulto,Largo,dragon age inquisition,1,Saga,Crecimiento
iCarly,Nintendo DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73,Alta,16,7.254838709677419,25,Consola Obsoleta,39.99,149.0,2004,15.0,Individual,5,0.26838926174496647,Adulto,Medio,icarly,1,Saga,Recesion
DiRT 3,Xbox 360,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73,Alta,16,7.1,196,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,6,0.20063545150501672,Adulto,Medio,dirt,1,Saga,Crecimiento
NCAA Football 07,Xbox 360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,Alta,3,5.1,9,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,1,0.20063545150501672,Infantil,Corto,ncaa football,1,Saga,Crecimiento
Just Dance Wii,Nintendo Wii,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,Alta,3,6.43050847457627,21,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,5,0.20076305220883536,Infantil,Corto,just dance wii,1,Saga,Crecimiento
Full Spectrum Warrior,Xbox,2004,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,Alta,18,7.6,13,Consola Obsoleta,59.99,299.0,2001,23.675675675675677,Multijugador,3,0.20063545150501672,Adulto,Largo,full spectrum warrior,1,Saga,Crecimiento
Katamari Damacy,PlayStation 2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,Alta,3,8.7,111,Consola Obsoleta,49.99,399.0,2000,8.777049180327868,Individual,4,0.12528822055137845,Infantil,Medio,katamari damacy,0,No saga,Crecimiento
Beyblade VForce: Ultimate Blader Jam,Game Boy Advance,2003,Action,Atari,0.52,0.19,0.0,0.01,0.73,Alta,3,7.0982758620689665,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,2,0.33325,Infantil,Medio,beyblade vforce blader jam,0,No saga,Crecimiento
Ratchet & Clank Collection,PlayStation 3,2012,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73,Alta,12,8.3,290,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,6,0.10015025041736228,Adolescente,Medio,ratchet clank collection,1,Saga,Crecimiento
Avatar: The Game,Nintendo Wii,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,Alta,12,6.93963963963964,30,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,3,0.20076305220883536,Adolescente,Medio,avatar the game,1,Saga,Recesion
Shaun Palmer's Pro Snowboarder,PlayStation 2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,Alta,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,1,0.12528822055137845,Infantil,Corto,shaun palmers pro snowboarder,1,Saga,Recesion
MX vs. ATV Reflex,Xbox 360,2009,Racing,THQ,0.52,0.15,0.0,0.06,0.73,Alta,3,6.7,23,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,4,0.20063545150501672,Infantil,Medio,mx vs atv reflex,1,Saga,Recesion
Imagine: Interior Designer,Nintendo DS,2008,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73,Alta,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,4,0.26838926174496647,Infantil,Corto,imagine interior designer,0,No saga,Recesion
SSX,Xbox 360,2012,Sports,Electronic Arts,0.38,0.28,0.0,0.06,0.72,Alta,3,6.4,197,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,7,0.20063545150501672,Infantil,Corto,ssx,1,Saga,Crecimiento
Style Savvy: Trendsetters,Nintendo 3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72,Alta,3,7.510000000000001,91,Consola Secundaria,39.99,250.0,2011,8.617886178861788,Individual,1,0.15996000000000002,Infantil,Medio,style savvy trendsetters,0,No saga,Crecimiento
James Bond 007: Agent Under Fire,GameCube,2002,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,Alta,16,7.5,47,Consola Obsoleta,49.99,199.0,2001,6.828877005347594,Multijugador,1,0.25120603015075377,Adulto,Medio,james bond agent under fire,1,Saga,Crecimiento
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,Alta,18,8.2,2648,Consola Activa,49.99,230.0,1980,23.675675675675677,Multijugador,32,0.21734782608695652,Adulto,Largo,xcom enemy unknown,1,Saga,Crecimiento
Rabbids Go Home,Nintendo DS,2009,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72,Alta,12,8.3,65,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,5,0.26838926174496647,Adolescente,Medio,rabbids go home,1,Saga,Recesion
Star Wars Episode III: Revenge of the Sith,Game Boy Advance,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,Alta,16,7.7,27,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,4,0.33325,Adulto,Medio,star wars episode revenge of the sith,1,Saga,Crecimiento
Ultimate Spider-Man,PlayStation 2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,Alta,16,8.9,36,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,5,0.12528822055137845,Adulto,Medio,spider man,1,Saga,Crecimiento
FIFA Soccer 13,Nintendo Wii,2012,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72,Alta,3,6.4,478,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,6,0.20076305220883536,Infantil,Medio,fifa soccer,1,Saga,Crecimiento
God Eater,PlayStation Portable,2010,Action,Unknown,0.0,0.0,0.72,0.0,0.72,Alta,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,6,0.1606024096385542,Adulto,Medio,god eater,1,Saga,Crecimiento
Final Fantasy XIV: A Realm Reborn,PlayStation 4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72,Alta,16,7.061764705882354,464,Consola Activa,69.99,399.0,2013,50.0,Individual,1,0.17541353383458647,Adulto,Largo,final fantasy a realm reborn,1,Saga,Crecimiento
SD Gundam G Generation,PlayStation,1998,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72,Alta,16,8.525,72,Consola Obsoleta,49.99,299.0,1994,23.675675675675677,Multijugador,4,0.16719063545150503,Adulto,Largo,sd gundam g generation,0,No saga,Crecimiento
Area 51,PlayStation,1996,Shooter,GT Interactive,0.4,0.27,0.0,0.05,0.72,Alta,16,7.655555555555556,89,Consola Obsoleta,49.99,299.0,1994,6.828877005347594,Multijugador,2,0.16719063545150503,Adulto,Medio,area,1,Saga,Crecimiento
NBA Live 08,PlayStation 2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,Alta,3,4.8,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,7,0.12528822055137845,Infantil,Corto,nba live,1,Saga,Crecimiento
Dead to Rights,Xbox,2002,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,Alta,18,6.4,7,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,1,0.20063545150501672,Adulto,Medio,dead to rights,1,Saga,Crecimiento
Tiger Woods PGA Tour 07,PlayStation 2,2006,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,Alta,3,5.6,7,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,6,0.12528822055137845,Infantil,Corto,tiger woods pga tour,1,Saga,Crecimiento
Test Drive 6,PlayStation,1999,Racing,Atari,0.4,0.27,0.0,0.05,0.72,Alta,3,7.1071428571428585,18,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,5,0.16719063545150503,Infantil,Medio,test drive,1,Saga,Crecimiento
Kouchuu Ouja Mushi King,Game Boy Advance,2005,Action,Sega,0.0,0.0,0.7,0.02,0.72,Alta,3,7.0982758620689665,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,4,0.33325,Infantil,Medio,kouchuu ouja mushi king,0,No saga,Crecimiento
Major League Baseball 2K7,Xbox 360,2007,Sports,Spike,0.67,0.0,0.0,0.05,0.72,Alta,3,6.4336,27,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,2,0.20063545150501672,Infantil,Corto,major league baseball k,1,Saga,Crecimiento
X-Men: Mutant Academy 2,PlayStation,2001,Fighting,Activision,0.4,0.27,0.0,0.05,0.72,Alta,16,8.0,25,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,7,0.16719063545150503,Adulto,Corto,men mutant academy,0,No saga,Recesion
Terraria,Xbox 360,2013,Action,505 Games,0.35,0.31,0.0,0.06,0.72,Alta,16,8.1,324,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,8,0.20063545150501672,Adulto,Medio,terraria,1,Saga,Crecimiento
Jampack Winter 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72,Alta,16,7.0638297872340425,11,Consola Obsoleta,49.99,399.0,2000,2.6051502145922747,Multijugador,1,0.12528822055137845,Adulto,Corto,jampack winter,1,Saga,Recesion
Kangaroo,Atari 2600,1982,Platform,Atari,0.67,0.04,0.0,0.01,0.72,Alta,3,6.566666666666666,6,Consola Obsoleta,29.99,199.0,1977,6.502242152466367,Individual,5,0.15070351758793968,Infantil,Medio,kangaroo,0,No saga,Recesion
James Bond 007: Blood Stone,PlayStation 3,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72,Alta,18,6.703278688524589,150,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,4,0.10015025041736228,Adulto,Medio,james bond blood stone,1,Saga,Crecimiento
Ben 10: Protector of Earth,PlayStation Portable,2007,Action,D3Publisher,0.23,0.31,0.0,0.18,0.72,Alta,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,3,0.1606024096385542,Adulto,Medio,ben protector of earth,1,Saga,Crecimiento
Skate,Xbox 360,2007,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,Alta,16,8.2,67,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,2,0.20063545150501672,Adulto,Corto,skate,1,Saga,Crecimiento
Super Monkey Ball Jr.,Game Boy Advance,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,Alta,3,7.0,15,Consola Obsoleta,39.99,120.0,2001,8.777049180327868,Individual,1,0.33325,Infantil,Medio,super monkey ball jr,0,No saga,Crecimiento
Driver: San Francisco,Xbox 360,2011,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72,Alta,16,8.2,204,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,6,0.20063545150501672,Adulto,Medio,driver san francisco,1,Saga,Crecimiento
MLB 09: The Show,PlayStation 3,2009,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,Alta,3,7.0,18,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,3,0.10015025041736228,Infantil,Corto,mlb the show,1,Saga,Recesion
Monster Hunter Tri,Nintendo Wii U,2012,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.72,Alta,16,8.2,182,Consola Obsoleta,59.99,299.0,2012,70.0,Individual,0,0.20063545150501672,Adulto,Largo,monster hunter tri,1,Saga,Crecimiento
