Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
The Mummy: Tomb of the Dragon Emperor,7/22/2008,Eurocom,Sierra Entertainment,Action Adventure,Rated T For Teen,,,"[{'Platform': 'Wii', 'Platform Metascore': '39', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '38', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '43', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
The Sims Medieval: Pirates & Nobles,8/30/2011,The Sims Studio,Electronic Arts,Virtual Life,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Metroid Prime: Federation Force,8/19/2016,Next Level Games,Nintendo,FPS,Rated T For Teen,5.4,278,"[{'Platform': '3DS', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 59 Critic Reviews'}]"
Table Manners,2/14/2020,Echo Chamber Games,Curve Digital,Virtual Life,,6.6,8,"[{'Platform': 'PC', 'Platform Metascore': '51', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Songbringer,9/1/2017,Wizard Fu Games,Wizard Fu Games,Action RPG,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Yo-kai Watch 2: Psychic Specters,9/29/2017,Level 5,Nintendo,Trainer RPG,Rated E +10 For Everyone +10,8.6,97,"[{'Platform': '3DS', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}]"
Hot Shots Golf: Out of Bounds,3/18/2008,Clap Hanz,SCEA,Golf,Rated E For Everyone,5.8,26,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}]"
Bring Me Sandwiches!!,10/20/2011,Adult Swim,Adult Swim,Action,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Pokemon Colosseum,2/10/2004,Genius Sonority Inc.,Nintendo,Trainer RPG,Rated E For Everyone,8,191,"[{'Platform': 'GameCube', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 37 Critic Reviews'}]"
CART Fury Championship Racing,5/25/2001,Gratuitous Games,Midway,Auto Racing,Rated E For Everyone,,,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Arkanoid Live!,5/6/2009,Taito Corporation,Taito Corporation,Arcade,Rated E For Everyone,4.6,5,"[{'Platform': 'Xbox 360', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Pool Party (2007),9/5/2007,Hyper-Devbox,SouthPeak Games,Billiards,Rated E For Everyone,2.5,,"[{'Platform': 'Wii', 'Platform Metascore': '32', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
All-Pro Football 2K8,7/16/2007,Visual Concepts,2K Sports,Football Sim,Rated E +10 For Everyone +10,5.2,5,"[{'Platform': 'Xbox 360', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}]"
The Legend of Dragoon,6/13/2000,SCE Japan Studio,SCEA,JRPG,Rated T For Teen,8.6,358,"[{'Platform': 'PlayStation', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Showgunners,5/2/2023,Artificer,Good Shepherd Entertainment,Turn-Based Tactics,,7.9,29,"[{'Platform': 'PC', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
SoulCalibur,9/8/1999,Namco,Namco,3D Fighting,Rated T For Teen,8.2,435,"[{'Platform': 'Dreamcast', 'Platform Metascore': '98', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}]"
MC Groovz Dance Craze,11/22/2004,Mad Catz,Mad Catz,Dancing,Rated E For Everyone,,,"[{'Platform': 'GameCube', 'Platform Metascore': '42', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
MotorStorm: Pacific Rift,10/28/2008,Evolution Studios,SCEA,Auto Racing Sim,Rated T For Teen,8.1,174,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 63 Critic Reviews'}]"
Jarrett & Labonte Stock Car Racing,10/3/2000,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,7.7,7,"[{'Platform': 'PlayStation', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Pokemon Snap,6/30/1999,HAL Labs,Nintendo,Rail Shooter,Rated E For Everyone,7.7,187,"[{'Platform': 'Nintendo 64', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
There is no game : Wrong dimension,4/14/2021,Draw Me A Pixel,Draw Me A Pixel,Point-and-Click,Rated E +10 For Everyone +10,7.8,42,"[{'Platform': 'PC', 'Platform Metascore': '89', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
NBA Inside Drive 2004,11/18/2003,High Voltage Software,Microsoft Game Studios,Basketball Sim,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
Daxter,3/14/2006,Ready at Dawn,SCEA,3D Platformer,Rated E +10 For Everyone +10,8.5,162,"[{'Platform': 'PSP', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 59 Critic Reviews'}]"
RACE On,10/5/2009,SimBin,Viva Media,Auto Racing,Rated E For Everyone,5.9,12,"[{'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Jotun,9/29/2015,Thunder Lotus Games,Thunder Lotus Games,Action Adventure,Rated T For Teen,6.9,124,"[{'Platform': 'PC', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'Wii U', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Out of Ammo,1/30/2018,RocketWerkz,Zen Studios,FPS,Rated T For Teen,7.3,28,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '48', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Virtua Tennis 4: World Tour Edition,2/15/2012,Sega,Sega,Tennis,Rated E For Everyone,7.9,67,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}]"
The King of Fighters 2000/2001,12/9/2003,SNK Playmore,SNK Playmore,Compilation,Rated T For Teen,8,9,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
WWE Day of Reckoning,8/30/2004,Yuke's,THQ,Wrestling,Rated T For Teen,6.9,29,"[{'Platform': 'GameCube', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 47 Critic Reviews'}]"
Pizza Vs. Skeletons,2/16/2012,Riverman Media LLC,Riverman Media LLC,Adventure,,7.1,9,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '90', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
The Red Solstice,7/10/2014,Ironward,Ironward,Action,,7.3,59,"[{'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Motley Blocks,11/21/2012,Square Enix,Square Enix,Puzzle,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Exo One,11/18/2021,Exbleative,Future Friends Games,Space Sim,,7,49,"[{'Platform': 'PC', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Whispering Willows,6/30/2015,LOOT Interactive,LOOT Interactive,Adventure,Rated T For Teen,6.1,34,"[{'Platform': 'PC', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Wii U', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Elex,10/17/2017,Piranha Bytes,THQ Nordic,Western RPG,Rated M For Mature,7,1331,"[{'Platform': 'PC', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
Speed Forge Extreme,12/15/2009,Chillingo,Chillingo,Action,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Axiom Verge 2,8/11/2021,Tom Happ,Tom Happ,Metroidvania,Rated T For Teen,7.2,62,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,9/13/2004,THQ,THQ,Adventure,Rated E For Everyone,8.6,5,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Mass Effect 2,1/26/2010,BioWare,Electronic Arts,Action RPG,Rated M For Mature,8.9,2524,"[{'Platform': 'PC', 'Platform Metascore': '94', 'Platform Metascore Count': 'Based on 55 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '96', 'Platform Metascore Count': 'Based on 98 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '94', 'Platform Metascore Count': 'Based on 62 Critic Reviews'}]"
Republique: Episode 1 - Exordium,12/19/2013,"Camouflaj, LLC","Camouflaj, LLC",Linear Action Adventure,,7.1,34,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Divinity: Original Sin,6/30/2014,Larian Studios Games,Larian Studios Games,Western RPG,Rated M For Mature,8.6,2313,"[{'Platform': 'PC', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 59 Critic Reviews'}]"
Viva Pinata: Pocket Paradise,9/8/2008,Rare Ltd.,THQ,Virtual Life,Rated E For Everyone,7.1,16,"[{'Platform': 'DS', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}]"
NHL Eastside Hockey Manager 2005,10/5/2005,Sports Interactive,Sega,Hockey Sim,,6.6,8,"[{'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
RayForce,1/13/2012,Taito Corporation,Taito Corporation,Vertical Shoot-'Em-Up,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Final Fantasy VI,2/5/2007,TOSE,Nintendo,JRPG,Rated E +10 For Everyone +10,8.7,499,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '91', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': '92', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}]"
Need for Speed: Undercover,11/17/2008,EA Vancouver,Electronic Arts,Auto Racing Sim,Rated T For Teen,5.6,78,"[{'Platform': 'PlayStation 2', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 40 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 62 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '52', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '54', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
The Shield: The Game,1/9/2007,Point of View,Aspyr,Third Person Shooter,Rated M For Mature,6,5,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '36', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '34', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
The Biggest Loser: Ultimate Workout,11/4/2010,Blitz Games Studios,THQ,Exercise,Rated E For Everyone,,,"[{'Platform': 'Xbox 360', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Ring Run Circus,10/10/2013,Kalio Ltda.,Kalio Ltda.,Action,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Pawarumi,7/24/2019,Manufacture 43,Manufacture 43,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8.1,12,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Dungeons & Dragons: Dark Alliance,6/22/2021,Tuque Games,Wizards of the Coast,RPG,Rated M For Mature,3.3,127,"[{'Platform': 'PC', 'Platform Metascore': '53', 'Platform Metascore Count': 'Based on 39 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
ISLANDERS: Console Edition,8/11/2021,GrizzlyGames,GrizzlyGames,Strategy,Rated E For Everyone,6.9,7,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Naruto Shippuden: Ninja Destiny 2,9/15/2009,DreamFactory,Tomy Corporation,3D Fighting,Rated T For Teen,3.9,11,"[{'Platform': 'DS', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
System Shock 2,8/11/1999,Irrational Games,Looking Glass Studios,Survival,Rated M For Mature,9.1,662,"[{'Platform': 'PC', 'Platform Metascore': '92', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
Transformers: Fall of Cybertron,8/21/2012,High Moon Studios,Activision,Third Person Shooter,Rated T For Teen,8.5,201,"[{'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 52 Critic Reviews'}]"
GunGriffon: Allied Strike,12/14/2004,Game Arts,Tecmo,Vehicle Combat Sim,Rated T For Teen,,,"[{'Platform': 'Xbox', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
XCOM: Enemy Within Expansion,11/11/2013,Firaxis Games,2K Games,Turn-Based Tactics,Rated M For Mature,8.1,829,"[{'Platform': 'PC', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 54 Critic Reviews'}]"
Rugby 20,1/23/2020,Bigben Interactive,Bigben Interactive,Rugby,Rated E For Everyone,3.9,16,"[{'Platform': 'Xbox One', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '49', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
World Poker Tour (2005),10/18/2005,Coresoft,2K Sports,Gambling,Rated T For Teen,,,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
The Experiment (2007),2/5/2008,Lexis Numerique,DreamCatcher Interactive,Adventure,Rated T For Teen,5.9,13,"[{'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Eric Young's Squad Assault: West Front,11/2/2003,Freedom LLC,Matrix Games,Real-Time Strategy,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Seed of Life,8/11/2021,MadLightStudio,MadLightStudio,Action Adventure,,6.6,5,"[{'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Unlimited Saga,6/17/2003,SquareSoft,Square Enix,JRPG,Rated T For Teen,6.2,24,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '45', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Fantasy General II: Invasion,9/5/2019,Owned by Gravity,Slitherine,Strategy,,6.9,40,"[{'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
